Means for HSRL Aerosol Types - Tight Clustering > 0.6 Prob removed.
Aerosol_TypeID, TC/(TC+SULF), OC/BC, Effective Sp, Effective SSA, Effective Nreal
* NOTE that polluted maritime is combined with maritime and no 'pure' dust.
* MEANS AND 1 SIG VARIANCE come from DISTRIBUTIONS FROM FILES SELECTED
3, 0.34666279, 17.59181213, 38.32035828, 0.98162109, 1.52525103
4, 0.16392714, 13.80912018, 31.86217880, 0.99200821, 1.39917028
5, 0.49120244, 19.10368538, 69.16664886, 0.95107108, 1.43531466
6, 0.57540411, 24.24618340, 61.37768555, 0.93534160, 1.49252403
7, 0.91289008, 25.07689285, 63.26398849, 0.90656894, 1.49229407

0.00099443, 0.04340562, 0.01864693, -0.00003557, -0.00006379
0.04340562, 3.18178606, 0.69214696, -0.00195124, -0.00175111
0.01864693, 0.69214696, 1.20317268, -0.00130649, -0.00418156
-0.00003557, -0.00195124, -0.00130649, 0.00000219, 0.00000348
-0.00006379, -0.00175111, -0.00418156, 0.00000348, 0.00002065

0.00764102, 0.38414234, 0.33879614, -0.00038464, 0.00365954
0.38414234, 26.03249931, 20.12479210, -0.02228455, 0.19616871
0.33879614, 20.12479210, 24.19029808, -0.02063947, 0.19520928
-0.00038464, -0.02228455, -0.02063947, 0.00002512, -0.00022237
0.00365954, 0.19616871, 0.19520928, -0.00022237, 0.00226399

0.00417300, 0.02130097, 0.03908423, -0.00034574, 0.00004671
0.02130097, 30.43994141, 9.39342117, 0.05094588, -0.03255249
0.03908423, 9.39342117, 57.95640182, 0.04027444, -0.08976769
-0.00034574, 0.05094588, 0.04027444, 0.00021300, -0.00026068
0.00004671, -0.03255249, -0.08976769, -0.00026068, 0.00054130

0.00845002, 0.16433056, -0.00465558, -0.00054448, 0.00046262
0.16433056, 15.09759521, -2.84108448, 0.00537533, 0.01513545
-0.00465558, -2.84108448, 12.12636662, 0.01690399, -0.07391446
-0.00054448, 0.00537533, 0.01690399, 0.00011306, -0.00019647
0.00046262, 0.01513545, -0.07391446, -0.00019647, 0.00060775

0.00632084, -0.01276898, 0.04066176, -0.00067272, 0.00038999
-0.01276898, 70.45665741, 3.27296925, 0.16678032, -0.06861212
0.04066176, 3.27296925, 13.60574532, 0.01682732, -0.05819809
-0.00067272, 0.16678032, 0.01682732, 0.00056163, -0.00031559
0.00038999, -0.06861212, -0.05819809, -0.00031559, 0.00041955

